STT,product_id,name,brand,type,price,warranty_info,feature,voice_control,microphone,battery_life,dimensions,weight,compatibility
55,73892,Tai nghe Bluetooth True Wireless JBL Live Beam 3,JBL,Tai nghe Bluetooth,3990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại, Sạc không dây",Cảm ứng chạm,Có (6 mic),Tai nghe: 12 giờ<br>Hộp sạc: 36 giờ (Tắt ANC),,,Các thiết bị có hỗ trợ Bluetooth
56,88863,Tai nghe Bluetooth True Wireless Havit 982,Havit,Tai nghe Bluetooth,590000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 7.5 giờ<br>Hộp sạc: 25.5 giờ,,Tai nghe: 3.9g,Các thiết bị có hỗ trợ Bluetooth
57,46239,Tai nghe Bluetooth True Wireless Havit TW 967,Havit,Tai nghe Bluetooth,450000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng chạm,Có,Tai nghe: 5 giờ,,,Các thiết bị có hỗ trợ Bluetooth
58,87258,Tai nghe thể thao Xiaomi Openwear Stereo - Chỉ có tại CellphoneS,Xiaomi,-,2990000.0,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất ",,Cảm ứng chạm,"Mic kép, chống ồn AI ",Tai nghe: 7.5 giờ<br> Hộp sạc: 38.5 giờ,"Tai nghe: 54,24 × 39,3 × 13,79 mm<br> Case sạc: 105,8 × 55,4 × 26,1 mm","Tai nghe: 9,6 g<br> Case sạc: 68,78 g",Các thiết bị có hỗ trợ bluetooth
59,60570,Tai nghe Bluetooth True Wireless Marshall Motif II ANC,Marshall,Tai nghe Bluetooth,5490000.0,Bảo hành 1 ĐỔI 1 12 tháng tại trung tâm bảo hành chính hãng. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 9 giờ<br>Hộp sạc: 43 giờ,,Tai nghe: 4.25 g,Các thiết bị có hỗ trợ Bluetooth
60,84020,Tai nghe Bluetooth thể thao Havit Openbuds 1,Havit,Tai nghe Bluetooth,990000,Bảo hành 1 đổi 1 trong 12 tháng.,"Điều khiển giọng nói, Có mic đàm thoại",,Có,Tai nghe: 6.5 giờ<br>Hộp sạc: 23 giờ,,,Các thiết bị có hỗ trợ Bluetooth
61,37782,Tai nghe Bluetooth True Wireless LG Tone Free FP5,LG,Tai nghe Bluetooth,2990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Cảm ứng  ,Có,Tai nghe: 8 giờ <br>Hộp sạc: 22 giờ,Tai nghe: 21.2 x 28.3 x 23.2 mm<br>Hộp sạc: 54.5 x 54.5 x 30 mm,Tai nghe: 5.2 g<br>Hộp sạc: 35.4 g,Các thiết bị có hỗ trợ Bluetooth
62,59060,Tai nghe Bluetooth chụp tai Edifier W820NB Plus,Edifier,Tai nghe Bluetooth,1690000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Nút bấm vật lý,Có,49 giờ,,,Các thiết bị có hỗ trợ Bluetooth
63,86845,Tai nghe Bluetooth True Wireless SoundPeats Air 5,Soundpeats,-,2190000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có 6 micro ,Tai nghe: 6.5 giờ <br>Hộp sạc: 30 giờ,,"Tai nghe đơn: 3,8 g",Các thiết bị có hỗ trợ Bluetooth
64,60148,Tai nghe Bluetooth chụp tai Soul Ultra Dynamic 2,SOUL,Tai nghe Bluetooth,1690000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Nút bấm vật lý,Có,60 giờ,189 x 166 x 76 mm,171.2 gr,Các thiết bị có hỗ trợ Bluetooth
65,82069,Tai nghe Bluetooth True Wireless JBL Wave Buds,JBL,Tai nghe Bluetooth,1490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Chạm cảm ứng hoặc App,Có (1 mic),Tai nghe: 8 giờ <br>Hộp sạc: 24 giờ,,Tai nghe: 9g (mỗi bên)<br>Hộp sạc: 34g,Các thiết bị có hỗ trợ Bluetooth
66,82321,Tai nghe có dây Gaming Hyperx Cloud Earbuds 2,HyperX,Tai nghe có dây,990000,- Bảo hành 24 tháng - 1 đổi 1 tại trung tâm bảo hành chính hãng,Có mic đàm thoại,,Có,,,,PC<br> Nintendo Switch<br> Steam Deck™ <br>Các thiết bị sử dụng cổng kết nối 3.5 mm
67,59084,Tai nghe Bluetooth chụp tai Sennheiser MOMENTUM 4,Sennheiser,Tai nghe Bluetooth,9499000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.","Chống ồn, Xuyên âm, Có mic đàm thoại",Chạm cảm ứng,2 mic mỗi bên,60 giờ,,,Các thiết bị hỗ trợ Bluetooth
68,47958,Tai nghe Bluetooth chụp tai Havit H633BT,Havit,Tai nghe Bluetooth,590000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Nút bấm vật lý,Có,22 giờ,,185 g,Các thiết bị có hỗ trợ Bluetooth
69,73142,Tai nghe Bluetooth True Wireless Huawei Freebuds 6i,Huawei,Tai nghe Bluetooth,1990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 8 giờ<br>Hộp sạc: 35 giờ (Tắt ANC),Tai nghe: 31.4 x 21.3 x 23.7 mm<br>Hộp sạc: 48.2 x 61.8 x 27 mm,"Tai nghe: 5,4 ± 0,3 g<br>Hộp sạc: 34 ± 1 g",Các thiết bị có hỗ trợ Bluetooth
70,13275,Tai nghe Xiaomi Mi Basic Chính hãng,Xiaomi,Tai nghe có dây,250000,Bảo hành 6 tháng chính hãng. ,Có mic đàm thoại,Nút bấm vật lý,Có,,1.25m,14 g,Các thiết bị có cổng 3.5 mm
71,55556,Tai nghe không dây chống ồn Anker Soundcore Liberty 4 NC (A3947) - Chỉ có tại CellphoneS,Anker,Tai nghe Bluetooth,2390000.0,Bảo hành 18 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.,"Chống ồn, Có mic đàm thoại",Chạm cảm ứng,Có (6 micro),Tai nghe: 10 giờ<br>Hộp sạc: 50 giờ,,,Các thiết bị có hỗ trợ Bluetooth
72,73938,Tai nghe Bluetooth True Wireless Havit TW981,Havit,Tai nghe Bluetooth,550000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Chạm cảm ứng,Có,Nghe nhạc: 4 giờ<br>Đàm thoại: 3.5 giờ,Tai nghe: 36.4 x 17.5 x 18mm <br>Hộp sạc: 47 x 46.1 x 21mm,Tai nghe: 3.68g <br>Hộp sạc: 25.72g,Các thiết bị hỗ trợ Bluetooth
73,56077,Tai nghe Bluetooth True Wireless Samsung Galaxy Buds2 Pro -  Đã kích hoạt online - Hàng mới nguyên seal,Samsung Chính hãng,Tai nghe Bluetooth,4990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Chống ồn,Cảm ứng chạm,3 Mic chống ồn,,,,"Android, iOS"
74,75718,Tai nghe Bluetooth chụp tai Edifier W830NB,Edifier,Tai nghe Bluetooth,1890000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",,Có,80 giờ (tắt ANC),,,Các thiết bị có hỗ trợ Bluetooth
75,62290,Tai nghe Bluetooth True Wireless Sony WF-C700N,Sony,Tai nghe Bluetooth,2490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Nút bấm vật lý,Có,Tai nghe: 10 giờ (Tắt chống ồn)<br>Hộp sạc: 10 giờ,,Tai nghe: 4.6 gr<br>Hộp sạc: 31 gr,Các thiết bị có hỗ trợ Bluetooth
76,65751,Tai nghe Bluetooth True Wireless SoundPEATS Air 4,Soundpeats,,1590000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Chạm cảm ứng hoặc ứng dụng,Có (6 Mic),Tai nghe: 6.5 giờ<br>Hộp sạc: 26 giờ,Tai nghe: 18.3 x 19.1 x 34.4mm<br>Hộp sạc:  53.5 x 24 x 58mm,4g mỗi bên,Các thiết bị hỗ trợ Bluetooth
77,59272,Tai nghe Bluetooth True Wireless SoundPEATS Capsule 3 Pro,Soundpeats,Tai nghe Bluetooth,1690000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 8 giờ<br>Hộp sạc: 44 giờ ,Tai nghe: 33.57 × 21.53 ×2 5.61 mm <br> Hộp sạc: 50.07 × 67.31 × 25.9 mm,Tai nghe: 5 g <br> Hộp sạc: 48 g,Các thiết bị có hỗ trợ Bluetooth
78,21422,Tai nghe nhét tai Samsung EO-IC100 Type C,Samsung Chính hãng,Tai nghe nhét tai,550000,Bảo hành 1 ĐỔI 1 12 tháng tại CellphoneS <br>,Có mic đàm thoại,Nút bấm vật lý,Có,,,18.35 g,Các thiết bị có cổng Type-C
79,48108,Tai nghe Bluetooth True Wireless Sony Linkbuds S,Sony,Tai nghe Bluetooth,5490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 6 giờ (Bật NC)<br>Hộp sạc: 20 giờ,Hộp sạc: 42.8 x 60 x 27.6 mm,Tai nghe: 4.8 g <br>Hộp sạc: 35 g,Các thiết bị có hỗ trợ Bluetooth
80,66048,Tai nghe Bluetooth True Wireless Edifier X2S,Edifier,Tai nghe Bluetooth,483000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",,Có,Tai nghe: 6.5 giờ <br>Hộp sạc: 19.5 giờ,,,Các thiết bị có hỗ trợ Bluetooth
81,42485,Tai nghe Bluetooth chụp tai Marshall Major 5,Marshall,Tai nghe Bluetooth,4290000.0,Bảo hành 1 đổi 1 trong 12 tháng.,"Điều khiển giọng nói, Có mic đàm thoại, Sạc không dây",,Có,100 giờ,,,Các thiết bị có hỗ trợ Bluetooth và cổng 3.5mm
82,64939,Tai nghe Bluetooth thể thao SoundPEATS Wings2,Soundpeats,Tai nghe Bluetooth,890000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng,Có,Tai nghe: 8 giờ<br>Hộp sạc: 30 giờ,Tai nghe：50.8 × 36.45 × 27.7mm<br>Case sạc：81.79 × 61.3 × 33.53mm,Tai nghe：7.7g <br>Case sạc：71.8g,Các thiết bị có hỗ trợ bluetooth
83,84623,Tai nghe Bluetooth thể thao SoundPEATS Gofree 2 Plus,Soundpeats,Tai nghe Bluetooth,2290000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại, Sạc không dây",,Có,Tai nghe: 11.5 giờ<br>Hộp sạc: 39 giờ,,Tai nghe: 9.5g,Các thiết bị có hỗ trợ bluetooth
84,54006,Tai nghe Bluetooth Wireless Baseus Bowie WM02,Baseus,Tai nghe Bluetooth,590000,"Bảo hành 12 tháng chính hãng, 1 đổi 1","Điều khiển giọng nói, Có mic đàm thoại",Nút bấm vật lý,Có,Tai nghe: Dùng 5 giờ<br>Hộp sạc: Dùng 25 giờ,Hộp sạc: 44 x 44 x 30.5mm <br> Tai nghe: 24.3 x 24.3 mm,Tai nghe: 3.8g <br> Hộp sạc: 33g,Các thiết bị hỗ trợ Bluetooth
85,58139,Tai nghe nhét tai JBL C200 SIU ,JBL,Bàn,290000,Bảo hành 12 tháng tại trung tâm bảo hành ủy quyền Chính hãng. 1 đổi 1 trong 15 ngày nếu có lỗi nhà sản xuất. ,Chống ồn,,,,,,
86,59563,Tai nghe Bluetooth thể thao SoundPEATS Runfree,Soundpeats,Tai nghe Bluetooth,1250000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Nút bấm vật lý,Có,14 giờ,134.27 x 107.44 x 48.26 mm,31 gram,Các thiết bị có hỗ trợ Bluetooth
87,79600,Tai nghe chụp tai Sony WH-ULT900N ,Sony,Tai nghe Bluetooth,4490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại",,Có,Tắt ANC: 50 giờ<br>Bật ANC: 30 giờ,,256g,Các thiết bị có hỗ trợ Bluetooth
88,88719,Tai nghe Bluetooth True Wireless Havit 931,Havit,Tai nghe Bluetooth,450000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 6 giờ, 54.5 x 30.8 x 58.5mm,Tai nghe: 5.5g,Các thiết bị có hỗ trợ Bluetooth
89,32719,Tai nghe có dây Gaming ASUS ROG Cetra II Core,Asus,,1290000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.",Có mic đàm thoại,Nút bấm vật lý,Có,,,, PC <br>MAC<br> PlayStation® 4 <br>PlayStation® 5 <br>Máy chơi game Nintendo Switch<br> Xbox one <br>Xbox Series X <br>Xbox Series S
90,42677,Tai nghe không dây Beats Fit Pro ,Apple Chính hãng,Tai nghe Bluetooth,4690000.0,Bảo hành 12 tháng tại trung tâm bảo hành ủy quyền Chính hãng. 1 đổi 1 trong 15 ngày nếu có lỗi nhà sản xuất. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 6 giờ <br>Hộp sạc: 18 giờ (Bật chống ồn ANC),Tai nghe: 3 x 2.4 x 1.9 cm<br>Hộp sạc: 6.2 x 6.2 x 2.85 cm ,Tai nghe: 5.6 gram<br>Hộp sạc: 55.1 gram,Các thiết bị có hỗ trợ Bluetooth
91,73121,Tai nghe Bluetooth True Wireless SoundPEATS Clear,Soundpeats,Tai nghe Bluetooth,750000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có<br>2 mic hỗ trợ ENC,Tai nghe: 7 giờ<br>Hộp sạc: 40 giờ ,Tai nghe: 57 × 30 × 50 mm <br> Hộp sạc: 21 × 24 × 33 mm,Tai nghe: 4.2g <br> Hộp sạc: 45g,Các thiết bị có hỗ trợ Bluetooth
92,36691,Tai nghe Bluetooth True Wireless SoundPEATS Air 3,Soundpeats,Tai nghe Bluetooth,1500000.0,"Bảo hành 12 tháng chính hãng, 1 đổi 1","Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe : 5 giờ<br>Hộp sạc : 10 giờ ,Tai nghe: 17.3 x 17.7 x 33.9 mm <br>Hộp sạc: 49.5 x 22.5 x 47.5 mm,Tai nghe: 4 g<br>Hộp sạc: 33 g ,Các thiết bị có hỗ trợ Bluetooth
93,83667,Tai nghe chụp tai có dây Gaming Havit H2040D,Havit,Tai nghe có dây,590000,Bảo hành 1 đổi 1 trong 12 tháng.,Có mic đàm thoại,,Có,,100 x 175 x 225mm,314g,Các thiết bị có cổng 3.5 mm và USB
94,8739,Tai nghe chụp tai Sony MDR-ZX110AP,Sony,Tai nghe có dây,590000,Bảo hành 1 ĐỔI 1 12 tháng tại CellphoneS <br>,Có mic đàm thoại,Nút bấm vật lý,Có,,1.2 m,120 g,Các thiết bị có hỗ trợ jack cắm 3.5 mm
95,49660,Tai nghe Bluetooth True Wireless Huawei Freebuds SE,Huawei,Tai nghe Bluetooth,990000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 6 giờ <br>Hộp sạc: 24 giờ,Tai nghe: 20.6 x 20.0 x 38.1 mm <br> Hộp sạc: 70.0 x 35.5 x 27.5 mm ,Tai nghe: 5.1 g <br> Hộp sạc: 35.6 g ,Các thiết bị có hỗ trợ Bluetooth
96,15181,Tai nghe Sony MDR-EX15AP,Sony,Tai nghe có dây,290000,Bảo hành 1 ĐỔI 1 12 tháng tại CellphoneS <br>,Có mic đàm thoại,Nút bấm vật lý,Có,,,3 g,Các thiết bị có jack cắm 3.5 mm
97,34611,Tai nghe Bluetooth chụp tai Havit i62,Havit,Tai nghe Bluetooth,590000,Bảo hành 12 tháng tại CellphoneS. 1 đổi 1 trong 15 ngày nếu có lỗi nhà sản xuất. ,Có mic đàm thoại,Nút bấm vật lý,Có,8 giờ,199 x 50 x 176 mm,200 g,Các thiết bị có hỗ trợ Bluetooth và cổng 3.5 mm
98,69412,Tai nghe Bluetooth True Wireless SoundPEATS Capsule 3 Pro Transparent,Soundpeats,Tai nghe Bluetooth,1690000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có (3 micrô + ENC/mỗi tai nghe),Tai nghe: 8 giờ<br>Hộp sạc: 44 giờ ,Tai nghe: 33.57 × 21.53 × 25.61 mm <br> Hộp sạc: 50.07 × 67.31 × 25.9 mm,Tai nghe: 5 g <br> Hộp sạc: 48 g,Các thiết bị có hỗ trợ Bluetooth
99,73900,Tai nghe có dây JBL Tune 310C,JBL,Tai nghe Bluetooth,590000,Bảo hành 1 đổi 1 trong 12 tháng.,"Chống ồn, Có mic đàm thoại",Nút bấm vật lý,Có,,,"14,3 g",Các thiết bị có hỗ trợ cổng Type-C
100,40359,Tai nghe KZ ZSN Pro X,KZ,Tai nghe có dây,690000,Bảo hành 12 tháng 1 đổi 1. ,"Chống ồn, Có mic đàm thoại",Nút bấm vật lý,Có,,,,Các thiết bị có hỗ trợ cổng 3.5 mm
101,82327,Tai nghe chụp tai Gaming Hyperx Cloud Stinger 2 Core,HyperX,Tai nghe có dây,890000,- Bảo hành 24 tháng - 1 đổi 1 tại trung tâm bảo hành chính hãng,Có mic đàm thoại,,Có,,,,Các thiết bị sử dụng cổng kết nối 3.5 mm
102,64933,Tai nghe Bluetooth thể thao SoundPEATS GoFree,Soundpeats,Tai nghe Bluetooth,1190000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng,Mic kép + ENC,Tai nghe: 10 giờ<br>Hộp sạc: 35 giờ,Tai nghe: 54.3×39.5×21.3mm<br>Case sạc: 92.5×71.9×33.00mm,Tai nghe: 10.1g <br>Case sạc: 103g,Các thiết bị có hỗ trợ bluetooth
103,73906,Tai nghe Bluetooth True Wireless SoundPEATS Capsule 3 Pro Plus,Soundpeats,Tai nghe Bluetooth,2190000.0,Bảo hành 12 tháng chính hãng. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có (6 mic),Tai nghe: 6.5 giờ<br>Hộp sạc: 43 giờ,,,Các thiết bị có hỗ trợ Bluetooth
104,85814,Tai nghe có dây cổng 3.5mm Robot RE101S,Robot,Tai nghe có dây,50000,Bảo hành 12 tháng chính hãng. ,Có mic đàm thoại,Nút bấm vật lý,Có,,,,Các thiết bị có cổng 3.5 mm
105,76097,Tai nghe Bluetooth True Wireless Baseus Bowie E16,Baseus,Tai nghe Bluetooth,490000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm ,Có,Tai nghe: 6 giờ<br>Hộp sạc: 30 giờ,,Tai nghe: 3.2g <br>Hộp sạc: 30g,Các thiết bị hỗ trợ Bluetooth
106,69289,Tai nghe Bluetooth chụp tai Havit H655BT,Havit,Tai nghe Bluetooth,1590000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",,Có<br>4 mic,Tắt ANC: 65 giờ <br>Bật ANC: 55 giờ,,,Các thiết bị hỗ trợ Bluetooth
107,74368,Tai nghe Bluetooth chụp tai Edifier WH700NB,Edifier,Tai nghe Bluetooth,990000,,"Chống ồn, Có mic đàm thoại",,Có,Bật ANC: 68 giờ<br>Tắt ANC: 45 giờ,,271g,Các thiết bị có hỗ trợ Bluetooth
108,44975,Tai nghe truyền dẫn xương Shokz Openrun Pro,Shokz,Tai nghe Bluetooth,4990000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.",Có mic đàm thoại,,Có,10 giờ,,29 gram,Các thiết bị có hỗ trợ Bluetooth
109,66439,Tai nghe Bluetooth True Wireless Anker Soundcore A20i,Anker,Tai nghe Bluetooth,599000,Bảo hành 18 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.,Có mic đàm thoại,,Có: 2 mic,Tai nghe: 9 giờ<br>Hộp sac: 28 giờ,,,Các thiết bị có hỗ trợ Bluetooth
110,63571,Tai nghe Bluetooth chụp tai JBL Tune 670NC,JBL,Tai nghe Bluetooth,2490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Nút bấm vật lý,Có (1),70 giờ (tối đa),,,Các thiết bị có hỗ trợ Bluetooth
111,90016,Tai nghe có dây Xiaomi Type-C,Xiaomi,Tai nghe có dây,169000,"Bảo hành 12 tháng chính hãng, 1 đổi 1",Có mic đàm thoại,Nút bấm vật lý,Có,,,,Các thiết bị có cổng Type-C
112,66014,Tai nghe Bluetooth chụp tai Anker Soundcore Q20i,Anker,Tai nghe Bluetooth,1500000.0,Bảo hành 18 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.,"Chống ồn, Có mic đàm thoại",,Có: 1 mic,Tắt ANC: 60 giờ<br>Bật ANC: 40 giờ,,,Các thiết bị có hỗ trợ Bluetooth
113,47195,Tai nghe Bluetooth True Wireless SoundPEATS Free2 Classic,Soundpeats,Tai nghe Bluetooth,690000,"Bảo hành 12 tháng chính hãng, 1 đổi 1",Có mic đàm thoại,Chạm cảm ứng,Có,Tai nghe: 8 giờ<br>Hộp sạc: 24 giờ,Tai nghe: 25.84 x 18.58 x 17.34 mm<br>Hộp sạc: 63.1 x 44.3 x 27.1 mm,Tai nghe: 4.06 gr<br>Hộp sạc: 37.86 gr,Các thiết bị có hỗ trợ Bluetooth
114,55331,Tai nghe Bluetooth True Wireless Baseus WM01,Baseus,Tai nghe Bluetooth,400000,Bảo hành 12 tháng tại trung tâm bảo hành Chính hãng. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. ,"Điều khiển giọng nói, Có mic đàm thoại",Chạm cảm ứng,Có,Tai nghe: Dùng 5 giờ <br> Hộp sạc: Dùng 25 giờ,,Tai nghe: 4 gram<br>Hộp sạc: 32 gram,Các thiết bị có hỗ trợ Bluetooth
115,80281,Tai nghe chống ồn Sennheiser Momentum True Wireless 4,Sennheiser,Tai nghe Bluetooth,8690000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.","Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại, Sạc không dây",Chạm cảm ứng,Có,Tai nghe: 7.5 giờ<br>Hộp sạc: 22.5 giờ,,,Các thiết bị có hỗ trợ Bluetooth
116,49566,Tai nghe Bluetooth Sony WI-C100,Sony,Tai nghe Bluetooth,650000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Nút bấm vật lý,Có,25 giờ,,20 g,Các thiết bị có hỗ trợ Bluetooth
117,10428,Tai nghe Sony MDR-EX155AP,Sony,Tai nghe có dây,390000,Bảo hành 1 ĐỔI 1 12 tháng tại CellphoneS <br>,Có mic đàm thoại,Nút bấm vật lý,Có,,,3 g,Các thiết bị có jack cắm 3.5 mm
118,43157,Tai nghe Bluetooth True Wireless Marshall Motif ANC,Marshall,Tai nghe Bluetooth,5990000.0,Bảo hành 1 ĐỔI 1 12 tháng tại trung tâm bảo hành chính hãng. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại, Sạc không dây",Cảm ứng chạm,Có,Tai nghe: Dùng 6 giờ<br>Hộp sạc: Dùng 26 giờ ( Tắt ANC),,Tai nghe: 4.25 g,Các thiết bị có hỗ trợ Bluetooth
119,49410,Tai nghe chụp tai Gaming Sony Inzone H3,Sony,Tai nghe có dây,2290000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Nút bấm vật lý,Có,,,299 g,Các thiết bị có jack cắm 3.5 mm
120,44983,Tai nghe Bluetooth truyền dẫn xương Shokz Openrun,Shokz,Tai nghe Bluetooth,3490000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.","Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Chạm cảm ứng,Có,8 giờ,,26 g,Các thiết bị có hỗ trợ Bluetooth
121,74785,Tai nghe Bluetooth chụp tai Anker Soundcore Space One,Anker,Tai nghe Bluetooth,2150000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,,Nút bấm,Có<br>3 mic AI,Bật ANC: 40 giờ<br>Tắt ANC: 55 giờ ,,,Các thiết bị hỗ trợ Bluetooth
